Section,Title,Text
140,Kidnapping or abducting in order to murder or for ransom etc ,"BNS Section 140 pertains to kidnapping or abduction with the intent to murder, cause grievous hurt, or hold for ransom. (1) Whoever kidnaps or abducts any person in order that such person may be murdered or may be so disposed of as to be put in danger of being murdered, shall be punished with imprisonment for life or rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine. Illustrations (a) A kidnaps"
140,Kidnapping or abducting in order to murder or for ransom etc ,"Z from India, intending or knowing it to be likely that Z may be sacrificed to an idol. A has committed the offence defined in this section. (b) A forcibly carries or entices B away from his home in order that B may be murdered. A has committed the offence defined in this section. (2) Whoever kidnaps or abducts any person or keeps a person in detention after such kidnapping or abduction, and threatens to cause death or hurt to"
140,Kidnapping or abducting in order to murder or for ransom etc ,"such person, or by his conduct gives rise to a reasonable apprehension that such person may be put to death or hurt, or causes hurt or death to such person in order to compel the Government or any foreign State or international inter-governmental organisation or any other person to do or abstain from doing any act or to pay a ransom, shall be punishable with death, or imprisonment for life, and shall also be liable to fine. (3) Whoever kidnaps"
140,Kidnapping or abducting in order to murder or for ransom etc ,"or abducts any person with intent to cause that person to be secretly and wrongfully confined, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine. (4) Whoever kidnaps or abducts any person in order that such person may be subjected, or may be so disposed of as to be put in danger of being subjected to grievous hurt, or slavery, or to the unnatural lust"
140,Kidnapping or abducting in order to murder or for ransom etc ,"of any person, or knowing it to be likely that such person will be so subjected or disposed of, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."
141,Unknown,"BNS Section 141 - Importation of girl or boy from foreign country Importation of girl or boy from foreign country Whoever imports into India from any country outside India any girl under the age of twenty-one years or any boy under the age of eighteen years with intent that girl or boy may be, or knowing it to be likely that girl or boy will be, forced or seduced to illicit intercourse with another person, shall be punishable with imprisonment"
141,Unknown,which may extend to ten years and shall also be liable to fine.
142,"Wrongfully concealing or keeping in confinement, kidnapped or abducted person","Section 142 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with the offense of wrongfully concealing or keeping in confinement a kidnapped or abducted person. Whoever, knowing that any person has been kidnapped or has been abducted, wrongfully conceals or confines such person, shall be punished in the same manner as if he had kidnapped or abducted such person with the same intention or knowledge, or for the same purpose as that with or for which he conceals or detains"
143,Unknown,"BNS Section 143 - Trafficking of personTrafficking of person (1) Whoever, for the purpose of exploitation, recruits, transports, harbours, transfers, or receives, a person or persons, by (a) using threats; or (b) using force, or any other form of coercion; or (c) by abduction; or (d) by practicing fraud, or deception; or (e) by abuse of power; or (f) by inducement, including the giving or receiving of payments or benefits, in order to achieve the consent of any person having"
143,Unknown,"control over the person recruited, transported, harboured, transferred or received, commits the offence of trafficking. Explanation 1 The expression exploitation shall include any act of physical exploitation or any form of sexual exploitation, slavery or practices similar to slavery, servitude, beggary or forced removal of organs. Explanation 2 The consent of the victim is immaterial in determination of the offence of trafficking. (2) Whoever commits the offence of trafficking shall be punished with rigorous imprisonment for a term which shall"
143,Unknown,"not be less than seven years, but which may extend to ten years, and shall also be liable to fine. (3) Where the offence involves the trafficking of more than one person, it shall be punishable with rigorous imprisonment for a term which shall not be less than ten years but which may extend to imprisonment for life, and shall also be liable to fine. (4) Where the offence involves the trafficking of a child below the age of eighteen"
143,Unknown,"years,it shall be punishable with rigorous imprisonment for a term which shall not be less than ten years, but which may extend to imprisonment for life, and shall also be liable to fine. (5) Where the offence involves the trafficking of more than one child below the age of eighteen years, it shall be punishable with rigorous imprisonment for a term which shall not be less than fourteen years, but which may extend to imprisonment for life, and shall also"
143,Unknown,"be liable to fine. (6) If a person is convicted of the offence of trafficking of child below the age of eighteen years on more than one occasion, then such person shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that persons natural life, and shall also be liable to fine. (7) When a public servant or a police officer is involved in the trafficking of any person then, such public servant or police"
143,Unknown,"officer shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that persons natural life, and shall also be liable to fine."
144,Unknown,"BNS Section 144 - Exploitation of a trafficked personExploitation of a trafficked person (1) Whoever, knowingly or having reason to believe that a child below the age of eighteen years has been trafficked, engages such child for sexual exploitation in any manner, shall be punished with rigorous imprisonment for a term which shall not be less than five years, but which may extend to ten years, and shall also be liable to fine. (2) Whoever, knowingly by or having reason"
144,Unknown,"to believe that a person has been trafficked, engages such person for sexual exploitation in any manner, shall be punished with rigorous imprisonment for a term which shall not be less than three years, but which may extend to seven years, and shall also be liable to fine."
145,Unknown,"BNS Section 145 - Habitual dealing in slaves Habitual dealing in slaves Whoever habitually imports, exports, removes, buys, sells, traffics or deals in slaves, shall be punished with imprisonment for life, or with imprisonment of either description for a term not exceeding ten years, and shall also be liable to fine. Imprisonment for life, or imprisonment for 10 years and fine."
146,Unlawful compulsory labour ,"BNS Section 146 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with unlawful compulsory labour. Whoever unlawfully compels any person to labour against the will of that person, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both."
147,"Waging, or attempting to wage war, or abetting waging of war, against the Government of India","Section 147 of the Bharatiya Nyaya Sanhita (BNS) deals with the offense of waging, or attempting to wage war, or abetting the waging of war against the Government of India. It's a serious offense punishable by death, imprisonment for life, and a fine. Illustrations A joins an insurrection against the Government of India. A has committed the offence defined in this section."
148,Conspiracy to commit offences punishable by,"section 145 BNS section 148 pertains to the offense of conspiracy to commit offenses punishable under section 147, which deals with rioting. Whoever within or without and beyond India conspires to commit any of the offences punishable by section 145, or conspires to overawe, by means of criminal force or the show of criminal force, the Central Government or any State Government, shall be punished with imprisonment for life, or with imprisonment of either description which may extend to ten"
148,Conspiracy to commit offences punishable by,"years, and shall also be liable to fine. Explanation To constitute a conspiracy under this section, it is not necessary that any act or illegal omission shall take place in pursuance thereof."
149,"Collecting arms, etc , with intention of waging war against the Government of India","Section 149 of the Indian Penal Code (IPC), which is now covered under Section 111 of the Bharatiya Nyaya Sanhita (BNS), addresses the concept of joint liability for offences committed by members of an unlawful assembly. Whoever collects men, arms or ammunition or otherwise prepares to wage war with the intention of either waging or being prepared to wage war against the Government of India, shall be punished with imprisonment for life or imprisonment of either description for a term"
149,"Collecting arms, etc , with intention of waging war against the Government of India","not exceeding ten years, and shall also be liable to fine."
150,Concealing with intent to facilitate design to wage war,"Section 150 of the Bharatiya Nyaya Sanhita (BNS), which replaces the Indian Penal Code (IPC), deals with concealing a design to wage war against the government with the intent to facilitate it. Whoever by any act, or by any illegal omission, conceals the existence of a design to wage war against the Government of India, intending by such concealment to facilitate, or knowing it to be likely that such concealment will facilitate, the waging of such war, shall be punished"
150,Concealing with intent to facilitate design to wage war,"with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."
151,"Assaulting President, Governor, etc , with intent to compel or restrain the exercise of any lawful power","Section 151 of the Bharatiya Nyaya Sanhita (BNS) deals with assaulting or wrongfully restraining the President or a Governor with the intent to compel or restrain them from exercising their lawful powers. 149.Whoever, with the intention of inducing or compelling the President of India, or Governor of any State, to exercise or refrain from exercising in any manner any of the lawful powers of such President or Governor, assaults or wrongfully restrains, or attempts wrongfully to restrain, or overawes, by"
151,"Assaulting President, Governor, etc , with intent to compel or restrain the exercise of any lawful power","means of criminal force or the show of criminal force, or attempts so to overawe, such President or Governor, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine."
152,Acts endangering sovereignty unity and integrity of India ,"BNS Section 152 addresses acts that endanger the sovereignty, unity, and integrity of India. Whoever, purposely or knowingly, by words, either spoken or written, or by signs, or by visible representation, or by electronic communication or by use of financial mean, or otherwise, excites or attempts to excite, secession or armed rebellion or subversive activities, or encourages feelings of separatist activities or endangers sovereignty or unity and integrity of India; or indulges in or commits any such act shall be"
152,Acts endangering sovereignty unity and integrity of India ,"punished with imprisonment for life or with imprisonment which may extend to seven years and shall also be liable to fine. Explanation Comments expressing disapprobation of the measures, or administrative or other action of the Government with a view to obtain their alteration by lawful means without exciting or attempting to excite the activities referred to in this section. Example: Vijay, through videos posted on his instagram account, purposely attempts to excite armed rebellion and feelings of separatist activities. His"
152,Acts endangering sovereignty unity and integrity of India ,"anti-national acts will be covered under Section 152 BNS and he shall be liable to imprisonment for life, or imprisonment up to 7 years, along with fine."
153,Waging war against Government of any foreign State at peace with the Government of India ,"BNS section 153 addresses the offense of waging war against the government of any foreign state at peace with the Government of India. Whoever wages war against the Government of any foreign State at peace with the Government of India or attempts to wage such war, or abets the waging of such war, shall be punished with imprisonment for life, to which fine may be added, or with imprisonment of either description for a term which may extend to seven"
153,Waging war against Government of any foreign State at peace with the Government of India ,"years, to which fine may be added, or with fine."
154,Committing depredation on territories of foreign State at peace with the Government of India,"Section 154 of the Bharatiya Nyaya Sanhita (BNS) deals with the offense of committing or preparing to commit depredation on the territories of a foreign state at peace with India. Whoever commits depredation, or makes preparations to commit depredation, on the territories of any foreign State at peace with the Government of India, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine and to forfeiture"
154,Committing depredation on territories of foreign State at peace with the Government of India,"of any property used or intended to be used in committing such depredation, or acquired by such depredation."
155,Receiving property taken by war or depredation mentioned in,"sections 153 and 154 Section 155 of the Bharatiya Nyaya Sanhita (BNS) deals with receiving property taken by war or depredation. Whoever receives any property knowing the same to have been taken in the commission of any of the offences mentioned in sections 151 and 152, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine and to forfeiture of the property so received."
156,Public servant voluntarily allowing prisoner of state or war to escape ,"BNS section 156, pertaining to Offences Against the State, deals with a public servant voluntarily allowing a state prisoner or prisoner of war to escape. Whoever, being a public servant and having the custody of any State prisoner or prisoner of war, voluntarily allows such prisoner to escape from any place in which such prisoner is confined, shall be punished with imprisonment for life, or imprisonment of either description for a term which may extend to ten years, and shall"
157,Public servant negligently suffering such prisoner to escape,"Section 157 of the Bharatiya Nyaya Sanhita (BNS), which replaces Section 157 of the Indian Penal Code (IPC), deals with the offense of a public servant negligently allowing a prisoner to escape. Whoever, being a public servant and having the custody of any State prisoner or prisoner of war, negligently suffers such prisoner to escape from any place of confinement in which such prisoner is confined, shall be punished with simple imprisonment for a term which may extend to three"
158,"Aiding escape of, rescuing or harbouring such prisonerAiding escape of, rescuing or harbouring such prisoner  (Bharatiya Nyaya Sanhita)","BNS Section 158 - Aiding escape of, rescuing or harbouring such prisonerAiding escape of, rescuing or harbouring such prisoner BNS (Bharatiya Nyaya Sanhita) Section 158 deals with aiding the escape, rescuing, or harboring of state prisoners or prisoners of war. Whoever knowingly aids or assists any State prisoner or prisoner of war in escaping from lawful custody, or rescues or attempts to rescue any such prisoner, or harbours or conceals any such prisoner who has escaped from lawful custody, or"
158,"Aiding escape of, rescuing or harbouring such prisonerAiding escape of, rescuing or harbouring such prisoner  (Bharatiya Nyaya Sanhita)","offers or attempts to offer any resistance to the recapture of such prisoner, shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. Explanation A State prisoner or prisoner of war, who is permitted to be at large on his parole within certain limits in India, is said to escape from lawful custody if he goes beyond the limits within which"
159,"Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty ","BNS section 159 of the Bharatiya Nyaya Sanhita (BNS) deals with the offense of abetting mutiny or attempting to seduce a soldier, sailor, or airman from their duty. Whoever abets the committing of mutiny by an officer, soldier, sailor or airman, in the Army, Navy or Air Force subject to the Acts referred to in section 165 of the Government of India or attempts to seduce any such officer, soldier, sailor or airman from his allegiance or his duty, shall"
159,"Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty ","be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."
160,"Abetment of mutiny, if mutiny is committed in consequence thereof","Section 160 of the Bharatiya Nyaya Sanhita (BNS) deals with the abetment of mutiny when the mutiny is actually committed as a result. Whoever abets the committing of mutiny by an officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, shall, if mutiny be committed in consequence of that abetment, be punished with death or with imprisonment for life, or imprisonment of either description for a term which may extend to ten"
161,"Abetment of assault by soldier, sailor or airman on his superior officer, when in execution of his office","Section 161 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with abetment of assault by a soldier, sailor, or airman on their superior officer. Whoever abets an assault by an officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, on any superior officer being in the execution of his office, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable"
162,"Abetment of such assault, if the assault committed","Section 162 of the Bharatiya Nyaya Sanhita (BNS) deals with abetment of assault on a superior officer in the military. Whoever abets an assault by an officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, on any superior officer being in the execution of his office, shall, if such assault be committed in consequence of that abetment be punished with imprisonment of either description for a term which may extend to seven"
163,"Abetment of desertion of soldier, sailor or airman ","BNS Section 163 pertains to the abetment of desertion of an officer, soldier, sailor, or airman in the Indian Armed Forces. Whoever abets the desertion of any officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both. Example: Vijay persuades and helps his friend Rakesh, a soldier in the Indian"
163,"Abetment of desertion of soldier, sailor or airman ",Army to leave his post without permission and never return back. Vijay is guilty of abetment of desertion under this Section.
164,Harbouring deserter,"Section 164 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with the offense of harbouring a deserter from the Indian Army, Navy, or Air Force. Whoever, except as hereinafter excepted, knowing or having reason to believe that an officer, soldier, sailor or airman, in the Army, Navy or Air Force of the Government of India, has deserted, harbours such officer, soldier, sailor or airman, shall be punished with imprisonment of either description for a term which may extend to two"
164,Harbouring deserter,"years, or with fine or with both. Exception This provision does not extend to the case in which the harbour is given by the spouse of the deserter."
165,Deserter concealed on board merchant vessel through negligence of master ,"BNS section 165 addresses the offense of a deserter from the Indian Army, Navy, or Air Force being concealed on a merchant vessel. The master or person in charge of a merchant vessel, on board of which any deserter from the Army, Navy or Air Force of the Government of India is concealed, shall, though ignorant of such concealment, be liable to a penalty not exceeding three thousand rupees, if he might have known of such concealment but for some"
165,Deserter concealed on board merchant vessel through negligence of master ,"neglect of his duty as such master or person in charge, or but for some want of discipline on board of the vessel."
166,"Abetment of act of insubordination by soldier, sailor or airman ","BNS section 166, within the Bharatiya Nyaya Sanhita, deals with the abetment of insubordination by a member of the armed forces. Whoever abets what he knows to be an act of insubordination by an officer, soldier, sailor or airman, in the Army, Navy or Air Force, of the Government of India, shall, if such act of insubordination be committed in consequence of that abetment, be punished with imprisonment of either description for a term which may extend to two years,"
167,Persons subject to certain Acts ,"BNS Section 167 of the Bharatiya Nyaya Sanhita (BNS) addresses the issue of persons subject to specific Acts (Army Act, Navy Act, Air Force Act) not being subject to punishment under the BNS for offenses defined within that chapter. No person subject to the Army Act, 1950 the Indian Navy (Discipline) Act, 1934, or the Air Force Act , 1950 shall be subject to punishment under this Sanhita for any of the offences defined in this Chapter."
168,"Wearing garb or carrying token used by soldier, sailor or airmanWearing garb or carrying token used by soldier, sailor or airman  (Bharatiya Nyaya Sanhita)","BNS Section 168 - Wearing garb or carrying token used by soldier, sailor or airmanWearing garb or carrying token used by soldier, sailor or airman BNS (Bharatiya Nyaya Sanhita) Section 168 deals with the offense of wearing a garb or carrying a token resembling that of a soldier, sailor, or airman in the Indian armed forces without authorization. Whoever, not being a soldier, sailor or airman in the Army, Naval or Air service of the Government of India, wears any"
168,"Wearing garb or carrying token used by soldier, sailor or airmanWearing garb or carrying token used by soldier, sailor or airman  (Bharatiya Nyaya Sanhita)","garb or carries any token resembling any garb or token used by such a soldier, sailor or airman with the intention that it may be believed that he is such a soldier, sailor or airman, shall be punished with imprisonment of either description for a term which may extend to three months, or with fine which may extend to two thousand rupees, or with both."
169,"Candidate, electoral right defined","Section 169 of the Bharatiya Nagarik Suraksha Sanhita (BNSS), 2023, deals with information of design to commit cognizable offenses. For the purposes of this Chapter (a) candidate means a person who has been nominated as a candidate at any election; (b) electoral right means the right of a person to stand, or not to stand as, or to withdraw from being, a candidate or to vote or refrain from voting at an election."
170,Bribery ,BNS section 170 pertains to the offense of bribery in the context of elections within the Bharatiya Nyaya Sanhita (BNS). (1) Whoever (i) gives a gratification to any person with the object of inducing him or any other person to exercise any electoral right or of rewarding any person for having exercised any such right; or (ii) accepts either for himself or for any other person any gratification as a reward for exercising any such right or for inducing or
170,Bribery ,"attempting to induce any other person to exercise any such right, commits the offence of bribery: Provided that a declaration of public policy or a promise of public action shall not be an offence under this section. (2) A person who offers, or agrees to give, or offers or attempts to procure, a gratification shall be deemed to give a gratification. (3) A person who obtains or agrees to accept or attempts to obtain a gratification shall be deemed to"
170,Bribery ,"accept a gratification, and a person who accepts a gratification as a motive for doing what he does not intend to do, or as a reward for doing what he has not done, shall be deemed to have accepted the gratification as a reward."
171,Undue influence at electionsUndue influence at elections (1) Whoever voluntarily interferes or attempts to interfere with the free exercise of any electoral right commits the offence of undue influence at an election. (2) Without prejudice to the generality of the provisions of sub-,"section (1) , whoever (a) threatens any candidate or voter, or any person in whom a candidate or voter is interested, with injury of any kind; or (b) induces or attempts to induce a candidate or voter to believe that he or any person in whom he is interested will become or will be rendered an object of Divine displeasure or of spiritual censure, shall be deemed to interfere with the free exercise of the electoral right of such candidate"
171,Undue influence at electionsUndue influence at elections (1) Whoever voluntarily interferes or attempts to interfere with the free exercise of any electoral right commits the offence of undue influence at an election. (2) Without prejudice to the generality of the provisions of sub-,"or voter, within the meaning of sub-section (1) . (3) A declaration of public policy or a promise of public action or the mere exercise or a legal right without intent to interfere with an electoral right, shall not be deemed to be interference within the meaning of this section."
172,Personation at elections,"Section 172 of the Bharatiya Nagarik Suraksha Sanhita (BNSS), 2023, mandates that all persons must comply with the lawful directions of a police officer fulfilling their duty. Whoever at an election applies for a voting paper on votes in the name of any other person, whether living or dead, or in a fictitious name, or who having voted once at such election applies at the same election for a voting paper in his own name, and whoever abets, procures or"
172,Personation at elections,"attempts to procure the voting by any person in any such way, commits the offence of personation at an election: Provided that nothing in this section shall apply to a person who has been authorised to vote as proxy for an elector under any law for the time being in force in so far as he votes as a proxy for such elector."
173,Punishment for bribery,"Section 173 of the Bharatiya Nyaya Sanhita (BNS) deals with the punishment for bribery in the context of elections. Whoever commits the offence of bribery shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both: Provided that bribery by treating shall be punished with fine only. Explanation Treating means that form of bribery where the gratification consists in food, drink, entertainment, or provision. Example: Vijay offers a"
173,Punishment for bribery,"sum of money to Rakesh, a traffic police officer to not fine him for overspeeding. Rakesh accepts this sum money. This is an offence punishable under this Section."
174,Punishment for undue influence or personation at an election,"Section 174 of the Bharatiya Nyaya Sanhita (BNS) deals with the offense of undue influence or personation at an election. Whoever commits the offence of undue influence or personation at an election shall be punished with imprisonment of either description for a term which may extend to one year or with fine, or with both."
175,False statement in connection with an election ,"BNS Section 175, within the Bharatiya Nyaya Sanhita, addresses false statements in connection with an election. Whoever with intent to affect the result of an election makes or publishes any statement purporting to be a statement of fact which is false and which he either knows or believes to be false or does not believe to be true, in relation to the personal character or conduct of any candidate shall be punished with fine."
176,Illegal payments in connection with an electionIllegal payments in connection with an election 176 in the context of Bharatiya Nyaya Sanhita () refers to,"BNS Section 176 - Illegal payments in connection with an electionIllegal payments in connection with an election 176 in the context of Bharatiya Nyaya Sanhita (BNS) refers to Section 176, which deals with illegal payments related to elections. Whoever without the general or special authority in writing of a candidate incurs or authorises expenses on account of the holding of any public meeting, or upon any advertisement, circular or publication, or in any other way whatsoever for the purpose of"
176,Illegal payments in connection with an electionIllegal payments in connection with an election 176 in the context of Bharatiya Nyaya Sanhita () refers to,"promoting or procuring the election of such candidate, shall be punished with fine which may extend to ten thousand rupees: Provided that if any person having incurred any such expenses not exceeding the amount of ten rupees without authority obtains within ten days from the date on which such expenses were incurred the approval in writing of the candidate, he shall be deemed to have incurred such expenses with the authority of the candidate."
177,Failure to keep election accounts,"Section 177 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with the failure to keep election accounts, which is punishable with a fine of up to five thousand rupees. Whoever being required by any law for the time being in force or any rule having the force of law to keep accounts of expenses incurred at or in connection with an election fails to keep such accounts shall be punished with fine which may extend to five thousand rupees."
178,"Counterfeiting coin, government stamps, currency-notes or bank-notes ","BNS section 178, under the Bharatiya Nyaya Sanhita (BNS), deals with counterfeiting coin, government stamps, currency notes, or bank notes. Whoever counterfeits, or knowingly performs any part of the process of counterfeiting, any coin, stamp issued by Government for the purpose of revenue, currencynote or bank-note, shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. Explanation For the purposes of"
178,"Counterfeiting coin, government stamps, currency-notes or bank-notes ","this Chapter, (1) the expression bank-note means a promissory note or engagement for the payment of money to bearer on demand issued by any person carrying on the business of banking in any part of the world, or issued by or under the authority of any State or Sovereign Power, and intended to be used as equivalent to, or as a substitute for money; (2) coin shall have the same meaning assigned to it in section 2 of the Coinage"
178,"Counterfeiting coin, government stamps, currency-notes or bank-notes ","Act, 2011 and includes metal used for the time being as money and is stamped and issued by or under the authority of any State or Sovereign Power intended to be so used; (3) a person commits the offence of counterfeiting Government stamp who counterfeits by causing a genuine stamp of one denomination to appear like a genuine stamp of a different denomination; (4) a person commits the offence of counterfeiting coin who intending to practice deception, or knowing it"
178,"Counterfeiting coin, government stamps, currency-notes or bank-notes ","to be likely that deception will thereby be practiced, causes a genuine coin to appear like a different coin; and (5) the offence of counterfeiting coin includes diminishing the weight or alteration of the composition, or alteration of the appearance of the coin."
179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank notes ","BNS Section 179 makes it illegal for any person to traffic or use forged or counterfeit coins, stamps, currency notes, or banknotes as if they were genuine. Whoever sells or delivers to, or buys or receives from, any other person, or otherwise traffics or uses as genuine, any forged or counterfeit coin, stamp issued by Government for the purpose of revenue, currency-note or bank-note, knowing or having reason to believe the same to be forged or counterfeit, shall be punished"
179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank notes ","with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."
180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes","Section 180 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with the offence of possessing forged or counterfeit coin, Government stamp, currency notes, or bank notes. Whoever has in his possession any forged or counterfeit coin, stamp issued by Government for the purpose of revenue, currency-note or bank-note, knowing or having reason to believe the same to be forged or counterfeit and intending to use the same as genuine or that it may be used as genuine, shall be punished"
180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes","with imprisonment of either description for a term which may extend to seven years, or with fine, or with both."
181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency notes or bank-notes ","BNS section 181 of the Bharatiya Nyaya Sanhita (BNS) deals with the making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency notes, or bank-notes. Whoever makes or mends, or performs any part of the process of making or mending, or buys or sells or disposes of, or has in his possession, any machinery, die, instrument or material for the purpose of being used, or knowing or having reason to believe that it is intended to"
181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency notes or bank-notes ","be used, for forging or counterfeiting any coin, stamp issued by Government for the purpose of revenue, currency-note or bank-note, shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine."
182,Making or using documents resembling currency-notes or bank-notes,"Section 182 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with the making or using documents resembling currency-notes or bank-notes. (1) Whoever makes, or causes to be made, or uses for any purpose whatsoever, or delivers to any person, any document purporting to be, or in any way resembling, or so nearly resembling as to be calculated to deceive, any currency-note or bank-note shall be punished with fine which may extend to three hundred rupees. (2) If any person, whose"
182,Making or using documents resembling currency-notes or bank-notes,"name appears on a document the making of which is an offence under sub-section (1) , refuses, without lawful excuse, to disclose to a police-officer on being so required the name and address of the person by whom it was printed or otherwise made, he shall be punished with fine which may extend to six hundred rupees. (3) Where the name of any person appears on any document in respect of which any person is charged with an offence under"
182,Making or using documents resembling currency-notes or bank-notes,"sub-section (1) or on any other document used or distributed in connection with that document it may, until the contrary is proved, be presumed that the person caused the document to be made."
183,"Effacing writing from substance bearing Government stamp, or removing from document a stamp used for it, with intent to cause loss to Government","Section 183 of the Bharatiya Nagarik Suraksha Sanhita (BNSS), 2023, deals with the recording of confessions and statements by a Magistrate. Whoever, fraudulently or with intent to cause loss to the Government, removes or effaces from any substance, bearing any stamp issued by Government for the purpose of revenue, any writing or document for which such stamp has been used, or removes from any writing or document a stamp which has been used for such writing or document, in order"
183,"Effacing writing from substance bearing Government stamp, or removing from document a stamp used for it, with intent to cause loss to Government","that such stamp may be used for a different writing or document, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both."
184,Using Government stamp known to have been before used,"Section 184 of the Bharatiya Nyaya Sanhita (BNS) pertains to the offense of using a government stamp that is known to have been previously used, with the intention to defraud or cause loss to the government. Whoever, fraudulently or with intent to cause loss to the Government, uses for any purpose a stamp issued by Government for the purpose of revenue, which he knows to have been before used, shall be punished with imprisonment of either description for a term"
184,Using Government stamp known to have been before used,"which may extend to two years, or with fine, or with both."
185,Erasure of mark denoting that stamp has been usedErasure of mark denoting that stamp has been used Bharatiya Nyaya Sanhita (),"BNS Section 185 - Erasure of mark denoting that stamp has been usedErasure of mark denoting that stamp has been used Bharatiya Nyaya Sanhita (BNS) Section 185 deals with the offense of erasing or removing the mark denoting that a revenue stamp has been used. Whoever, fraudulently or with intent to cause loss to Government, erases or removes from a stamp issued by Government for the purpose of revenue, any mark, put or impressed upon such stamp for the purpose"
185,Erasure of mark denoting that stamp has been usedErasure of mark denoting that stamp has been used Bharatiya Nyaya Sanhita (),"of denoting that the same has been used, or knowingly has in his possession or sells or disposes of any such stamp from which such mark has been erased or removed, or sells or disposes of any such stamp which he knows to have been used, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both."
186,Prohibition of fictitious stamps,"Section 186 of the Bharatiya Nyaya Sanhita (BNS) deals with the prohibition of fictitious stamps. (1) Whoever (a) makes, knowingly utters, deals in or sells any fictitious stamp, or knowingly uses for any postal purpose any fictitious stamp; or (b) has in his possession, without lawful excuse, any fictitious stamp; or (c) makes or, without lawful excuse, has in his possession any die, plate, instrument or materials for making any fictitious stamp, shall be punished with fine which may extend"
186,Prohibition of fictitious stamps,"to two hundred rupees. (2) Any such stamp, die, plate, instrument or materials in the possession of any person for making any fictitious stamp may be seized and, if seized shall be forfeited. (3) In this section fictitious stamp means any stamp falsely purporting to be issued by Government for the purpose of denoting a rate of postage, or any facsimile or imitation or representation, whether on paper or otherwise, of any stamp issued by Government for that purpose. (4)"
186,Prohibition of fictitious stamps,"In this section and also in sections 176 to 179, and sections 181 to 183 both inclusive, the word Government, when used in connection with, or in reference to any stamp issued for the purpose of denoting a rate of postage, shall, notwithstanding anything in clause (11) of section 2, be deemed to include the person or persons authorised by law to administer executive Government in any part of India or in any foreign country."
187,Person employed in mint causing coin to be of different weight or composition from that fixed by law,"Section 187 of the Bharatiya Nyaya Sanhita (BNS), 2023, deals with misconduct by employees in a lawfully established mint in India. Whoever, being employed in any mint lawfully established in India, does any act, or omits what he is legally bound to do, with the intention of causing any coin issued from that mint to be of a different weight or composition from the weight or composition fixed by law, shall be punished with imprisonment of either description for a"
187,Person employed in mint causing coin to be of different weight or composition from that fixed by law,"term which may extend to seven years, and shall also be liable to fine."
188,Unlawfully taking coining instrument from mint ,"BNS section 188 pertains to the offense of unlawfully taking a coining instrument from a mint. Whoever, without lawful authority, takes out of any mint, lawfully established in India, any coining tool or instrument, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine."
